city,country,latitude,longitude,population
"San Vicente","El Salvador",13.6333,-88.8000,53213
"San Vicente de Baracaldo","Spain",43.2972,-2.9917,101486
"San Vicente del Caguán","Colombia",2.1153,-74.7700,72949
"San Vicente del Raspeig","Spain",38.3964,-0.5253,58978
"San-Pédro","Côte D’Ivoire",4.7704,-6.6400,210273
"Sanaa","Yemen",15.3500,44.2000,2957000
"Sanandaj","Iran",35.3097,46.9989,373987
"Sancti Spíritus","Cuba",21.9339,-79.4439,138504
"Sandachō","Japan",34.8894,135.2253,109243
"Sandakan","Malaysia",5.8388,118.1173,396290
"Sandefjord","Norway",59.1288,10.2197,63764
"Sandnes","Norway",58.8500,5.7333,58694
"Sandton","South Africa",-26.1070,28.0517,222415
"Sandy","United States",40.5710,-111.8505,96380
"Sandy Springs","United States",33.9366,-84.3703,109452
"Sanford","United States",28.7893,-81.2760,61448
"Sangju","Korea, South",36.4153,128.1606,102892
"Sangolquí","Ecuador",-0.3344,-78.4475,75080
"Sanhe","China",39.9808,117.0701,652042
"Sankt Augustin","Germany",50.7700,7.1867,55767
"Sankt Gallen","Switzerland",47.4233,9.3772,75833
"Sanlúcar de Barrameda","Spain",36.7667,-6.3500,69205
"Sanmenxia","China",34.7736,111.1950,2213000
"Sanming","China",26.2658,117.6302,2580000
"Sannai","India",24.1600,80.8300,283004
"Sannār","Sudan",13.5500,33.6000,130122
"Sano","Japan",36.3144,139.5783,114842
"Santa Ana","El Salvador",13.9833,-89.5333,270413
"Santa Ana","Philippines",15.0939,120.7681,55178
"Santa Ana","United States",33.7366,-117.8819,332318
"Santa Barbara","Philippines",10.8231,122.5344,60215
"Santa Barbara","Philippines",16.0031,120.4008,82012
"Santa Barbara","United States",34.4285,-119.7202,202401
"Santa Bárbara d’Oeste","Brazil",-22.7539,-47.4139,190139
"Santa Catalina","Philippines",9.3331,122.8658,75756
"Santa Catarina Otzolotepec","Mexico",18.5667,-97.2500,67611
"Santa Catarina Pinula","Guatemala",14.5644,-90.4880,63767
"Santa Clara","Cuba",22.4067,-79.9531,207963
"Santa Clara","United States",37.3645,-121.9680,130365
"Santa Clarita","United States",34.4175,-118.4964,312446
"Santa Cruz","Bolivia",-17.7892,-63.1975,3151676
"Santa Cruz","Philippines",13.4833,122.0333,56408
"Santa Cruz","Philippines",14.2833,121.4167,117605
"Santa Cruz","Philippines",15.7667,119.9167,58151
"Santa Cruz","Philippines",6.8333,125.4167,90987
"Santa Cruz","Spain",28.4667,-16.2500,209194
"Santa Cruz","United States",36.9789,-122.0346,176428
"Santa Cruz Verapaz","Guatemala",15.3736,-90.4306,55587
"Santa Cruz Xoxocotlán","Mexico",17.0264,-96.7333,93188
"Santa Cruz do Capibaribe","Brazil",-7.9573,-36.2047,87582
"Santa Cruz do Sul","Brazil",-29.7178,-52.4258,131365
"Santa Fe","Argentina",-31.6333,-60.7000,405683
"Santa Fe","United States",35.6619,-105.9819,111269
"Santa Inês","Brazil",-3.6669,-45.3800,89489
"Santa Isabel do Pará","Brazil",-1.2989,-48.1608,71837
"Santa Lucía","Venezuela",10.2606,-66.6639,112357
"Santa Lucía Cotzumalguapa","Guatemala",14.3333,-91.0167,125473
"Santa Maria","Brazil",-29.6839,-53.8069,283677
"Santa Maria","Philippines",14.8183,120.9563,256454
"Santa Maria","Philippines",6.5500,125.4667,53671
"Santa Maria","United States",34.9334,-120.4432,140545
"Santa Marta","Colombia",11.2361,-74.2017,515556
"Santa María Chiquimula","Guatemala",15.0292,-91.3294,58918
"Santa María Texmelucan","Mexico",19.2833,-98.4333,135500
"Santa Monica","United States",34.0232,-118.4813,90401
"Santa Rita","Brazil",-7.1139,-34.9778,134940
"Santa Rita","Venezuela",10.2003,-67.5514,169158
"Santa Rosa","Argentina",-36.6203,-64.2906,103860
"Santa Rosa","Brazil",-27.8708,-54.4814,59281
"Santa Rosa","Philippines",14.3167,121.1167,353767
"Santa Rosa","Philippines",15.4239,120.9389,69467
"Santa Rosa","United States",38.4458,-122.7067,324634
"Santa Rosa Jauregui","Mexico",20.7418,-100.4473,86376
"Santa Rosa de Cabal","Colombia",4.8672,-75.6211,73028
"Santa Rosa de Copán","Honduras",14.7667,-88.7833,56000
"Santa Tecla","El Salvador",13.6742,-89.2899,135483
"Santa Teresa del Tuy","Venezuela",10.2333,-66.6500,525321
"Santana","Brazil",-0.0350,-51.1750,112218
"Santana de Parnaíba","Brazil",-23.4439,-46.9178,126574
"Santana do Livramento","Brazil",-30.8908,-55.5328,83324
"Santander","Spain",43.4628,-3.8050,173375
"Santander de Quilichao","Colombia",3.0083,-76.4839,110535
"Santarém","Brazil",-2.4431,-54.7083,230428
"Santarém","Portugal",39.2369,-8.6850,62200
"Santee","United States",32.8554,-116.9851,58081
"Santiago","Chile",-33.4500,-70.6667,7007000
"Santiago","Dominican Republic",19.4500,-70.7000,1142947
"Santiago","Philippines",16.6833,121.5500,134830
"Santiago Tianguistenco","Mexico",19.1797,-99.4706,64365
"Santiago Tuxtla","Mexico",18.4654,-95.3000,57466
"Santiago de Compostela","Spain",42.8778,-8.5444,92430
"Santiago de Cuba","Cuba",20.0283,-75.8206,444851
"Santiago del Estero","Argentina",-27.7844,-64.2669,252192
"Santo Agostinho","Brazil",-8.2900,-35.0300,146219
"Santo Amaro","Brazil",-12.5469,-38.7119,61702
"Santo André","Brazil",-23.6572,-46.5333,710210
"Santo Antônio de Jesus","Brazil",-12.9692,-39.2611,101548
"Santo Antônio do Descoberto","Brazil",-15.9400,-48.2550,63248
"Santo Domingo","Dominican Republic",18.4764,-69.8933,2581827
"Santo Domingo","Philippines",15.5833,120.8667,57943
"Santo Domingo Tehuantepec","Mexico",16.3184,-95.2478,64639
"Santo Domingo de los Colorados","Ecuador",-0.2542,-79.1719,270875
"Santo Estêvão","Brazil",-12.4300,-39.2508,53193
"Santo Tomas","Philippines",14.0833,121.1833,179844
"Santo Tomas","Philippines",7.5333,125.6167,118750
"Santo Tomé","Argentina",-31.6667,-60.7667,65684
"Santo Ângelo","Brazil",-28.2989,-54.2628,76275
"Santos","Brazil",-23.9608,-46.3339,433966
"Sanya","China",18.2536,109.5019,614647
"Sanzhou","China",30.8200,108.4000,1680000
"Sapele","Nigeria",5.8904,5.6800,309162
"Sapiranga","Brazil",-29.6378,-51.0069,74985
"Sapporo","Japan",43.0621,141.3544,1961690
"Sapé","Brazil",-7.0950,-35.2328,52218
"Saqqez","Iran",36.2497,46.2733,165258
"Saquarema","Brazil",-22.9200,-42.5100,90583
"Sar-e Pul","Afghanistan",36.2214,65.9278,51075
"Saraburi","Thailand",14.5286,100.9114,61750
"Sarajevo","Bosnia And Herzegovina",43.8667,18.4167,275524
"Sarandí","Argentina",-34.6833,-58.3333,60752
"Saransk","Russia",54.1833,45.1833,314789
"Sarapul","Russia",56.4667,53.8000,97910
"Sarasota","United States",27.3386,-82.5431,722243
"Saratoga Springs","United States",43.0674,-73.7775,68028
"Saratov","Russia",51.5333,46.0000,845300
"Saravia","Philippines",10.8833,122.9667,62921
"Sarcelles","France",48.9956,2.3808,58587
"Sardasht","Iran",36.1553,45.4789,50000
"Sargodha","Pakistan",32.0836,72.6711,659862
"Sarh","Chad",9.1500,18.3833,108061
"Sariaya","Philippines",13.9667,121.5333,148980
"Sariwŏn","Korea, North",38.5039,125.7589,307764
"Sarnia","Canada",42.9994,-82.3089,71594
"Sarov","Russia",54.9333,43.3167,95388
"Sarpsborg","Norway",59.2839,11.1096,54678
"Sarqan","Kazakhstan",45.4203,79.9149,76919
"Sartrouville","France",48.9372,2.1644,51967
"Sartā","Iran",36.5504,53.1000,271467
"Saskatoon","Canada",52.1333,-106.6833,246376
"Sassari","Italy",40.7267,8.5592,116641
"Sato","Japan",33.1631,129.7177,237444
"Sattenapalle","India",16.3962,80.1497,56721
"Satu Mare","Romania",47.7900,22.8900,102411
"Saugor","India",23.8504,78.7500,328240
"Sault Ste. Marie","Canada",46.5333,-84.3500,73368
"Saurimo","Angola",-9.6589,20.3934,393000
"Savannah","United States",32.0281,-81.1784,276295
"Savannakhet","Laos",16.5500,104.7500,124000
"Savona","Italy",44.3080,8.4810,60632
"Sawahlunto","Indonesia",-0.6828,100.7783,61427
"Sayama","Japan",35.8531,139.4122,148324
"Sayanogorsk","Russia",53.1000,91.4000,60317
"Sayaxché","Guatemala",16.5167,-90.1833,59499
"Say’ūn","Yemen",15.9430,48.7873,68747
"Saïda","Algeria",34.8303,0.1517,128413
"Sa’ada","Morocco",31.6258,-8.1028,67086
"Scafati","Italy",40.7536,14.5253,50686
"Scandicci","Italy",43.7544,11.1894,50645
"Scarborough","United Kingdom",54.2773,-0.4017,61749
"Schaumburg","United States",42.0307,-88.0838,72887
"Schenectady","United States",42.8025,-73.9276,65273
"Schweinfurt","Germany",50.0500,10.2333,54032
"Schwerin","Germany",53.6333,11.4167,95818
"Schwäbisch Gmünd","Germany",48.8000,9.8000,61186
"Science City of Muñoz","Philippines",15.7167,120.9000,81483
"Scottsdale","United States",33.6872,-111.8651,258069
"Scranton","United States",41.4044,-75.6649,384250
"Scunthorpe","United Kingdom",53.5809,-0.6502,82334
"Seaside","United States",36.6224,-121.8191,116720
"Seattle","United States",47.6211,-122.3244,3789215
"Sebring","United States",27.4770,-81.4530,62250
"Secunderābād","India",17.4500,78.5000,213698
"Sefrou","Morocco",33.8300,-4.8300,79887
"Seinäjoki","Finland",62.7903,22.8403,61530
"Sekimachi","Japan",35.4958,136.9178,85636
"Sekondi","Ghana",4.9433,-1.7040,286248
"Semarang","Indonesia",-6.9667,110.4167,1621384
"Semey","Kazakhstan",50.4111,80.2275,340000
"Semnān","Iran",35.5833,53.3833,185129
"Senahú","Guatemala",15.4164,-89.8203,62101
"Sendai","Japan",38.2683,140.8694,1058070
"Seogwipo","Korea, South",33.2497,126.5600,153861
"Seoul","Korea, South",37.5600,126.9900,21794000
"Seraing","Belgium",50.5986,5.5122,64270
"Serang","Indonesia",-6.1200,106.1503,613356
"Serdar","Turkmenistan",38.9764,56.2758,89582
"Seremban","Malaysia",2.7297,101.9381,419536
"Sergiyev Posad","Russia",56.3000,38.1333,104579
"Seropédica","Brazil",-22.7439,-43.7078,82892
"Serov","Russia",59.6000,60.5667,97762
"Serpukhov","Russia",54.9167,37.4000,125817
"Serra","Brazil",-20.1289,-40.3078,485376
"Serra Talhada","Brazil",-7.9858,-38.2958,84352
"Serrinha","Brazil",-11.6642,-39.0075,56829
"Sertolovo","Russia",60.1417,30.2119,54497
"Sertãozinho","Brazil",-21.1378,-47.9900,120152
"Sesto San Giovanni","Italy",45.5333,9.2333,81773
"Sete Lagoas","Brazil",-19.4658,-44.2469,241835
"Seto","Japan",35.2167,137.0833,127327
"Settat","Morocco",33.0023,-7.6198,142250
"Setúbal","Portugal",38.5243,-8.8926,121185
"Sevastopol","Ukraine",44.6000,33.5333,428753
"Severn","United States",39.1355,-76.6958,50496
"Severodvinsk","Russia",64.5667,39.8500,183996
"Severomorsk","Russia",69.0692,33.4167,51209
"Seversk","Russia",56.6000,84.8500,107922
"Sevilla","Spain",37.3900,-5.9900,1107000
"Sevran","France",48.9333,2.5333,51016
"Sfax","Tunisia",34.7400,10.7600,272801
"Sfântu-Gheorghe","Romania",45.8636,25.7875,56006
"Shache","China",38.4261,77.2500,373492
"Shacheng","China",40.4027,115.5126,114569
"Shadrinsk","Russia",56.0833,63.6333,75348
"Shah Alam","Malaysia",3.0833,101.5333,584340
"Shahe","China",36.8622,114.5020,486329
"Shahr-e Kord","Iran",32.3256,50.8644,159775
"Shahr-e Qods","Iran",35.7214,51.1089,309605
"Shahreẕā","Iran",32.0089,51.8667,134592
"Shahrisabz","Uzbekistan",39.0500,66.8333,100300
"Shahrīār","Iran",35.6597,51.0592,309607
"Shakargarh","Pakistan",32.2628,75.1583,73160
"Shakhty","Russia",47.7000,40.2333,235492
"Shali","Russia",43.1500,45.9000,56226
"Shancheng","China",34.7904,116.0800,74459
"Shangchuankou","China",36.3283,102.8031,69252
"Shanghai","China",31.1667,121.4667,22120000
"Shangqiu","China",34.4259,115.6467,7000000
"Shangrao","China",28.4419,117.9633,6579714
"Shangtangcun","China",21.5989,111.5907,62287
"Shangzhi","China",45.2116,127.9620,585386
"Shangzhou","China",33.8680,109.9244,2400000
"Shanhu","China",29.5908,120.8176,679762
"Shantou","China",23.3735,116.6941,5319028
"Shanwei","China",22.7664,115.3331,2993600
"Shaoguan","China",24.8011,113.5927,2997600
"Shaoshanzhan","China",27.9100,112.4800,86036
"Shaowu","China",27.3417,117.4869,278000
"Shaoxing","China",30.0000,120.5833,4912239
"Shaoyang","China",27.2418,111.4725,7302400
"Shaoyang","China",32.9387,119.8404,1253548
"Sharjah","United Arab Emirates",25.3575,55.3919,1400000
"Shashemenē","Ethiopia",7.2004,38.5900,114350
"Shashi","China",30.3200,112.2300,520000
"Shawinigan","Canada",46.5667,-72.7500,50060
"Shawnee","United States",39.0158,-94.8076,65807
"Shchelkovo","Russia",55.9167,38.0000,125634
"Shchëkino","Russia",54.0143,37.5143,86088
"Sheboygan","United States",43.7403,-87.7316,69393
"Sheffield","United Kingdom",53.3833,-1.4667,685368
"Shekhupura","Pakistan",31.7083,74.0000,473129
"Shendi","Sudan",16.6805,33.4200,186611
"Shengli","China",37.4500,118.4667,1790000
"Shenmu","China",38.8270,110.4990,237846
"Shenyang","China",41.8039,123.4258,7105000
"Shenzhen","China",22.5350,114.0540,15929000
"Shenzhou","China",38.0005,115.5541,566087
"Shepparton","Australia",-36.3833,145.4000,51631
"Sherbrooke","Canada",45.4000,-71.9000,161323
"Sherman","United States",33.6274,-96.6218,70704
"Shibirghān","Afghanistan",36.6650,65.7520,175599
"Shibukawa","Japan",36.4833,139.0000,73064
"Shibuya","Japan",35.6536,139.7092,102056
"Shibīn al Kawm","Egypt",30.5920,30.9000,182900
"Shicun","China",38.5383,116.1096,56736
"Shidong","China",23.6193,112.0701,54347
"Shihe","China",39.2739,113.5516,60724
"Shihezi","China",44.3000,86.0333,380130
"Shiji","China",23.5607,112.9630,80773
"Shijiazhuang","China",38.0422,114.5086,10784600
"Shiliguri","India",26.7200,88.4200,294546
"Shillong","India",25.5744,91.8789,143229
"Shimencun","China",30.6263,120.4409,51021
"Shimla","India",31.1033,77.1722,206575
"Shimoga","India",13.9304,75.5600,654055
"Shimotoda","Japan",35.8175,139.6778,142352
"Shimotsuke","Japan",36.3872,139.8422,59404
"Shinozaki","Japan",33.9500,130.9333,252844
"Shinyanga","Tanzania",-3.6619,33.4231,107362
"Shiraoka","Japan",36.0189,139.6769,52103
"Shirayamamachi","Japan",36.5144,136.5656,110135
"Shiroi","Japan",35.7917,140.0564,61673
"Shishi","China",24.7355,118.6434,693000
"Shiyan","China",23.1399,113.8530,122802
"Shiyan","China",32.6351,110.7755,3398000
"Shizhaobi","China",23.9210,115.7774,140493
"Shizuishan","China",39.2333,106.7690,136570
"Shizuoka","Japan",34.9756,138.3825,685589
"Shkodër","Albania",42.0667,19.5000,112276
"Shoreline","United States",47.7564,-122.3426,57027
"Shostka","Ukraine",51.8657,33.4766,76788
"Shouguang","China",36.8833,118.7333,1039205
"Shreveport","United States",32.4656,-93.7956,280062
"Shrewsbury","United Kingdom",52.7080,-2.7540,71715
"Shrīrāmpur","India",22.7500,88.3400,181842
"Shuangcheng","China",45.3503,126.2800,130710
"Shuanghejiedao","China",30.3866,106.7756,360000
"Shuangqiao","China",35.0833,112.5833,733000
"Shuangshui","China",26.5944,104.8333,1221000
"Shuangyashan","China",46.6388,131.1545,1530000
"Shubrā al Khaymah","Egypt",30.1286,31.2422,1025569
"Shuibian","China",24.1263,112.7668,81413
"Shuixi","China",22.5111,113.3161,119517
"Shuizhai","China",33.4433,114.8994,1003698
"Shujaabad","Pakistan",29.8803,71.2950,70595
"Shulan","China",44.4167,126.9500,663403
"Shumen","Bulgaria",43.2700,26.9244,97719
"Shuozhou","China",39.3408,112.4292,1714857
"Shuya","Russia",56.8500,41.3667,58114
"Shuyangzha","China",34.1299,118.7734,1770000
"Shwebo","Myanmar",22.5783,95.6929,88914
"Shymkent","Kazakhstan",42.3000,69.6000,1018974
"Shāhjānpur","India",27.8804,79.9050,320434
"Shāhrūd","Iran",36.4086,54.9733,150129
"Shāhīn Shahr","Iran",32.8639,51.5475,173329
"Shāntipur","India",23.2500,88.4300,151777
"Shīrvān","Iran",37.3967,57.9294,82790
"Shīrāz","Iran",29.6100,52.5425,1460665
"Shūshtar","Iran",32.0436,48.8569,101878
"Sialkot City","Pakistan",32.5000,74.5333,655852
"Siasi","Philippines",5.5462,120.8145,67705
"Siaton","Philippines",9.0667,123.0333,77696
"Sibalom","Philippines",10.7833,122.0167,60306
"Sibay","Russia",52.7000,58.6500,61266
"Sibiu","Romania",45.8000,24.1500,147245
"Sibolga","Indonesia",1.7425,98.7792,94971
"Sibu","Malaysia",2.3000,111.8167,247995
"Sibulan","Philippines",9.3500,123.2833,59455
"Sicuani","Peru",-14.2694,-71.2261,57551
"Sidi Bel Abbès","Algeria",35.2000,-0.6333,212935
"Sidi Bennour","Morocco",32.6550,-8.4292,55815
"Sidi Bouzid","Tunisia",35.0381,9.4858,122676
"Sidi Qacem","Morocco",34.2100,-5.7000,75672
"Sidi Slimane","Morocco",34.2600,-5.9300,92989
"Sidi Yahya Zaer","Morocco",33.8261,-6.9039,57790
"Sidon","Lebanon",33.5606,35.3981,200000
"Siedlce","Poland",52.1833,22.2833,76585
"Siegen","Germany",50.8756,8.0167,102836
"Siem Reap","Cambodia",13.3622,103.8597,147866
"Siena","Italy",43.3183,11.3314,53901
"Sierra Vista","United States",31.5630,-110.3153,51731
"Sievierodonetsk","Ukraine",48.9500,38.4833,150000
"Sigaboy","Philippines",6.6500,126.0667,55109
"Siguiri","Guinea",11.4189,-9.1644,183875
"Sihor","India",21.7000,71.9700,52603
"Sihui","China",23.3448,112.6956,593400
"Siirt","Turkey",37.8417,41.9458,166332
"Sikasso","Mali",11.3167,-5.6667,213977
"Silang","Philippines",14.2306,120.9750,248085
"Silao","Mexico",20.9478,-101.4281,147123
"Silay","Philippines",10.8000,122.9667,126930
"Silchar","India",24.7904,92.7900,152393
"Silver Spring","United States",39.0028,-77.0207,81773
"Simao","China",22.7807,100.9782,162725
"Simferopol","Ukraine",44.9484,34.1000,341799
"Simi Valley","United States",34.2663,-118.7490,126589
"Sincelejo","Colombia",9.2994,-75.3958,286716
"Sindangan","Philippines",8.2333,123.0000,99435
"Sindelfingen","Germany",48.7133,9.0028,64858
"Singapore","Singapore",1.3000,103.8000,5745000
"Singaraja","Indonesia",-8.1152,115.0944,234468
"Singida","Tanzania",-4.8186,34.7506,62432
"Singkawang","Indonesia",0.9000,108.9833,230376
"Sinjār","Iraq",36.3208,41.8764,88023
"Sinop","Brazil",-11.8639,-55.5039,146005
"Sinop","Turkey",42.0267,35.1511,64544
"Sinpo","Korea, North",40.0833,128.2500,152759
"Sint-Niklaas","Belgium",51.1644,4.1392,76756
"Sintra","Portugal",38.7974,-9.3904,377835
"Sinŭiju","Korea, North",40.1000,124.4000,359341
"Sioux City","United States",42.4959,-96.3901,106455
"Sioux Falls","United States",43.5397,-96.7320,187239
"Sipalay","Philippines",9.7500,122.4000,70070
"Siping","China",43.1715,124.3644,3300000
"Sipocot","Philippines",13.7667,122.9833,64855
"Siracusa","Italy",37.0692,15.2875,121171
"Sirsa","India",29.4904,75.0300,181639
"Sirsilla","India",18.3800,78.8300,83186
"Sisophon","Cambodia",13.5833,102.9833,50302
"Sitalpur","India",27.6300,80.7500,164435
"Sittingbourne","United Kingdom",51.3400,0.7400,62500
"Sittwe","Myanmar",20.1444,92.8969,181000
"Siuna","Nicaragua",13.7333,-84.7667,73730
"Sivas","Turkey",39.7500,37.0167,377561
"Sizhan","China",39.0099,106.3694,730400
"Skenderaj","Kosovo",42.7467,20.7886,50858
"Skhirate","Morocco",33.8500,-7.0300,59775
"Skien","Norway",59.2096,9.6090,73330
"Skikda","Algeria",36.8667,6.9000,163318
"Skokie","United States",42.0359,-87.7400,62700
"Skopje","Macedonia",41.9833,21.4333,640000
"Slatina","Romania",44.4297,24.3642,70293
"Slavonski Brod","Croatia",45.1553,18.0144,56769
"Slavyansk-na-Kubani","Russia",45.2586,38.1247,66285
"Slidell","United States",30.2881,-89.7826,93040
"Sliven","Bulgaria",42.6781,26.3260,107570
"Slough","United Kingdom",51.5100,-0.5900,164455
"Sloviansk","Ukraine",48.8700,37.6250,113196
"Slutsk","Belarus",53.0167,27.5500,61396
"Smila","Ukraine",49.2167,31.8667,68536
"Smithtown","United States",40.8662,-73.2164,116669
"Smolensk","Russia",54.7828,32.0453,329853
"Smyrna","United States",33.8633,-84.5168,56666
"Smyrna","United States",35.9722,-86.5253,51586
"Snezhinsk","Russia",56.0833,60.7333,51048
"Soacha","Colombia",4.5781,-74.2144,995268
"Soasio","Indonesia",0.6964,127.4360,60611
"Sobral","Brazil",-3.6861,-40.3497,157996
"Sochi","Russia",43.5853,39.7203,411524
"Socopó","Venezuela",8.2322,-70.8206,110512
"Sodo","Ethiopia",6.9000,37.7500,65737
"Sofia","Bulgaria",42.6979,23.3217,1355142
"Sogamoso","Colombia",5.7158,-72.9333,131105
"Soio","Angola",-6.1333,12.3667,67491
"Sokcho","Korea, South",38.2087,128.5912,85430
"Sokhumi","Georgia",43.0033,41.0153,64441
"Sokodé","Togo",8.9833,1.1333,113000
"Sokoto","Nigeria",13.0622,5.2339,732178
"Solana","Philippines",17.6500,121.6833,82502
"Solano","Philippines",16.5239,121.1919,59517
"Soledad","Colombia",10.9200,-74.7700,698852
"Soledad de Graciano Sánchez","Mexico",22.1833,-100.9333,215968
"Solihull","United Kingdom",52.4130,-1.7780,123187
"Solikamsk","Russia",59.6333,56.7667,94628
"Solingen","Germany",51.1667,7.0833,159360
"Solnechnogorsk","Russia",56.1844,36.9950,51612
"Solok","Indonesia",-0.7883,100.6542,68602
"Sololá","Guatemala",14.7667,-91.1833,63973
"Solwezi","Zambia",-12.1833,26.4000,65000
"Solāpur","India",17.6833,75.9167,951558
"Soma","Turkey",39.1833,27.6056,108981
"Sombor","Serbia",45.7800,19.1200,51471
"Sombrerete","Mexico",23.6333,-103.6397,58201
"Somerville","United States",42.3908,-71.1013,81360
"Songea","Tanzania",-10.6833,35.6500,99961
"Songkhla","Thailand",7.2061,100.5967,63834
"Songlindian","China",39.4100,115.9235,54467
"Songnim","Korea, North",38.7333,125.6333,128831
"Songyang","China",34.4161,113.0424,668592
"Songzi","China",30.1772,111.7732,765911
"Sonsonate","El Salvador",13.7167,-89.7167,110501
"Sonīpat","India",28.9958,77.0114,250521
"Sopron","Hungary",47.6833,16.5833,62454
"Sopur","India",34.3000,74.4700,118608
"Sorocaba","Brazil",-23.5019,-47.4578,644919
"Sorong","Indonesia",-0.8667,131.2500,272349
"Sorriso","Brazil",-12.5450,-55.7108,92769
"Sorsogon","Philippines",12.9667,124.0000,168110
"Sosnovyy Bor","Russia",59.9000,29.1000,68013
"Sosnowiec","Poland",50.3000,19.1667,199974
"Sosúa","Dominican Republic",19.7494,-70.5172,69885
"Sotik","Kenya",-0.6796,35.1200,71285
"Soubré","Côte D’Ivoire",5.7836,-6.5939,108933
"Souk Ahras","Algeria",36.2864,7.9511,155259
"Sousa","Brazil",-6.7608,-38.2308,68822
"Sousse","Tunisia",35.8333,10.6333,221530
"South Bend","United States",41.6767,-86.2696,280498
"South Fulton","United States",33.6269,-84.5802,99155
"South Gate","United States",33.9448,-118.1926,93444
"South Hill","United States",47.1203,-122.2848,60172
"South Jordan","United States",40.5570,-111.9782,76598
"South Lyon","United States",42.4614,-83.6526,124694
"South San Francisco","United States",37.6536,-122.4197,67789
"South Shields","United Kingdom",54.9950,-1.4300,75337
"South Whittier","United States",33.9336,-118.0311,60357
"Southall","United Kingdom",51.5121,-0.3779,69857
"Southampton","United Kingdom",50.9000,-1.4000,855569
"Southampton","United States",40.8996,-72.4937,58094
"Southaven","United States",34.9514,-89.9787,55780
"Southfield","United States",42.4765,-83.2605,72689
"Southport","United Kingdom",53.6475,-3.0053,90381
"Soyapango","El Salvador",13.7472,-89.1639,241403
"Spanish Town","Jamaica",17.9961,-76.9547,131056
"Sparks","United States",39.5729,-119.7157,105006
"Spartanburg","United States",34.9437,-81.9257,182701
"Speyer","Germany",49.3194,8.4311,50378
"Spijkenisse","Netherlands",51.8333,4.3167,72740
"Split","Croatia",43.5100,16.4500,178102
"Spokane","United States",47.6671,-117.4330,412275
"Spokane Valley","United States",47.6626,-117.2346,101060
"Spring","United States",30.0613,-95.3830,60976
"Spring Hill","United States",28.4797,-82.5300,111076
"Spring Valley","United States",36.0987,-115.2619,207127
"Springdale","United States",36.1899,-94.1574,81125
"Springfield","United States",37.1943,-93.2916,288090
"Springfield","United States",39.7710,-89.6538,158509
"Springfield","United States",39.9297,-83.7957,82820
"Springfield","United States",42.1155,-72.5395,623401
"Springfield","United States",44.0538,-122.9810,63230
"Springs","South Africa",-26.2547,28.4428,236083
"Sri Jayewardenepura Kotte","Sri Lanka",6.9000,79.9164,115826
"Srīnagar","India",34.0911,74.8061,1180570
"St. Albert","Canada",53.6303,-113.6258,65589
"St. Augustine","United States",29.8977,-81.3100,82180
"St. Catharines","Canada",43.1833,-79.2333,309319
"St. Charles","United States",38.7954,-90.5157,71028
"St. Clair Shores","United States",42.4921,-82.8957,58984
"St. Cloud","United States",28.2294,-81.2829,54579
"St. Cloud","United States",45.5339,-94.1718,115028
"St. George","United States",37.0770,-113.5770,120899
"St. John's","Canada",47.4817,-52.7971,108860
"St. Joseph","United States",39.7599,-94.8210,79161
"St. Louis","United States",38.6358,-90.2451,2024074
"St. Paul","United States",44.9477,-93.1040,308096
"St. Peters","United States",38.7824,-90.6061,58212
"St. Petersburg","United States",27.7931,-82.6652,265351
"St. Thomas","Canada",42.7750,-81.1833,61707
"Stafford","United Kingdom",52.8066,-2.1171,68472
"Stakhanov","Ukraine",48.5472,38.6361,75745
"Stamford","United States",41.1035,-73.5583,129638
"Standerton","South Africa",-26.9500,29.2500,74021
"Stara Zagora","Bulgaria",42.4257,25.6346,158668
"Staryy Oskol","Russia",51.2981,37.8350,223360
"State College","United States",40.7909,-77.8568,87723
"Staten Island","United States",40.5834,-74.1496,476143
"Staunton","United States",38.1593,-79.0611,59433
"Stavanger","Norway",58.9701,5.7333,129300
"Stavropol","Russia",45.0500,41.9833,433577
"Sterling Heights","United States",42.5809,-83.0305,132438
"Sterlitamak","Russia",53.6333,55.9500,280233
"Stillwater","United States",36.1316,-97.0740,50299
"Stockholm","Sweden",59.3294,18.0686,972647
"Stockport","United Kingdom",53.4083,-2.1494,105878
"Stockton","United States",37.9765,-121.3109,397264
"Stockton-on-Tees","United Kingdom",54.5700,-1.3200,85000
"Stoke-on-Trent","United Kingdom",53.0000,-2.1833,372775
"Stolberg","Germany",50.7667,6.2333,56792
"Stonecrest","United States",33.6842,-84.1372,54903
"Stourbridge","United Kingdom",52.4575,-2.1479,63298
"Stralsund","Germany",54.3092,13.0819,59421
"Strasbourg","France",48.5833,7.7458,465069
"Stratford","United Kingdom",51.5423,-0.0026,51387
"Stratford","United States",41.2070,-73.1305,52120
"Streatham","United Kingdom",51.4279,-0.1235,58055
"Stryi","Ukraine",49.2500,23.8500,59325
"Stupino","Russia",54.8869,38.0772,66341
"Stuttgart","Germany",48.7761,9.1775,634830
"Subic","Philippines",14.9000,120.2333,104771
"Subotica","Serbia",46.0983,19.6700,105681
"Subulussalam","Indonesia",2.6422,98.0042,78801
"Suceava","Romania",47.6514,26.2556,92121
"Sucre","Bolivia",-19.0431,-65.2592,300000
"Sucun","China",31.0554,118.1057,58300
"Sudbury","Canada",46.4900,-81.0100,88054
"Suez","Egypt",29.9667,32.5333,485342
